timestamp,invalid_x,global_vision_vx,invalid_y,global_vision_vy,t_s,global_vision_speed
1781277528492.0,-494.275,3.51571,869.306,0.98065,4.058,3.649916605430869
1781277528509.0,-493.517,4.45216,869.736,2.11665,4.075,4.929699370965738
1781277528526.0,-496.009,1.99966,868.317,-0.112875,4.092,2.002843199360599
1781277528542.0,-492.221,2.18292,870.47,0.599587,4.108,2.2637677215140695
1781277528548.0,-491.687,1.14464,870.772,0.368886,4.114,1.2026128265555796
1781277528560.0,-486.92,0.816951,873.446,1.89862,4.126,2.066922069358446
1781277528575.0,-489.241,-0.503223,872.149,0.73856,4.141,0.8937025575262723
1781277528591.0,-486.522,-2.59129,873.668,0.799093,4.157,2.711703060209395
1781277528599.0,-485.677,-1.70091,874.138,0.392895,4.165,1.7456979432665318
1781277528610.0,-483.11,-0.534008,875.559,0.940134,4.176,1.0812106557096077
1781277528624.0,-485.321,-3.54177,874.336,0.101047,4.19,3.543211146560278
1781277528641.0,-485.299,-3.1284,874.348,-2.90891,4.207,4.271843155840346
1781277528659.0,-486.815,-1.19418,873.505,-0.609001,4.225,1.3405029244283655
1781277528665.0,-482.176,2.76937,876.074,-0.426236,4.231,2.801979179900522
1781277528678.0,-477.779,8.83277,878.48,-1.3071,4.244,8.928960537649386
1781277528692.0,-470.541,20.797,882.378,-1.20922,4.258,20.832124759812668
1781277528709.0,-464.215,39.0003,885.722,-7.15139,4.275,39.650545759448256
1781277528725.0,-452.111,65.0859,891.961,-13.9351,4.291,66.56095996017486
1781277528742.0,-443.291,96.9055,896.377,-20.2663,4.308,99.00201435294133
1781277528748.0,-428.667,133.547,903.461,-30.3688,4.314,136.9564354911444
1781277528758.0,-416.92,173.47,908.941,-42.8608,4.324,178.68656658137456
1781277528775.0,-406.777,223.329,913.525,-58.3381,4.341,230.8228241587257
1781277528791.0,-395.691,276.449,918.379,-76.2757,4.357,286.77871610614693
1781277528807.0,-386.505,332.231,922.28,-96.2002,4.373,345.878469756416
1781277528818.0,-374.887,390.807,927.061,-119.245,4.384,408.5945193881093
1781277528826.0,-368.737,454.737,929.52,-143.993,4.392,476.9902758107339
1781277528843.0,-360.698,522.186,932.664,-169.492,4.409,549.0043320958406
1781277528859.0,-356.686,593.103,934.201,-196.553,4.425,624.8233753773941
1781277528875.0,-351.87,662.269,936.019,-222.733,4.441,698.7204145078344
1781277528882.0,-350.93,732.775,936.364,-252.292,4.448,774.9906153554377
1781277528894.0,-347.077,806.911,937.791,-276.023,4.46,852.8153718419949
1781277528909.0,-350.945,882.338,936.34,-304.263,4.475,933.3254091757065
1781277528925.0,-351.258,956.755,936.212,-329.863,4.491,1012.0225930254719
1781277528942.0,-352.543,1027.7,935.716,-362.692,4.508,1089.8223602330795
1781277528958.0,-344.958,1102.69,938.526,-389.278,4.524,1169.3855640395088
1781277528966.0,-344.699,1169.2,938.606,-425.858,4.532,1244.3406592103306
1781277528977.0,-334.37,1241.01,942.319,-453.982,4.543,1321.440682143546
1781277528991.0,-329.355,1242.77,944.066,-467.088,4.557,1327.6477215903321
1781277529007.0,-318.848,1323.95,947.655,-515.669,4.573,1420.8300813471678
1781277529024.0,-318.025,1396.82,947.973,-570.98,4.59,1509.0143381691241
