time_ms,target_vx,target_vy,target_vr,optflow_body_vx,optflow_body_vy,optflow_kf_vx,optflow_kf_vy,wheel_chassis_vx,wheel_chassis_vy,fused_chassis_vx,fused_chassis_vy,odom_vx,odom_vy
570593,0,0,0,0,0,0,0,0,0,0,0,0,0
570603,0,0,0,0,0,0,0,0,0,0,0,0,0
570613,0,0,0,0,0,0,0,0,0,0,0,0,0
570623,0,0,0,0,0,0,0,0,0,0,0,0,0
570633,0,0,0,0,0,0,0,0,0,0,0,0,0
570643,0,0,0,0,0,0,0,0,0,0,0,0,0
570653,0,0,0,0,0,0,0,0,0,0,0,0,0
570663,0,0,0,0,0,0,0,0,0,0,0,0,0
570673,0,0,0,0,0,0,0,0,0,0,0,0,0
570683,0,0,0,0,0,0,0,0,0,0,0,0,0
570693,0,0,0,0,0,0,0,0,0,0,0,0,0
570703,0,0,0,0,0,0,0,0,0,0,0,0,0
570713,0,0,0,0,0,0,0,0,0,0,0,0,0
570723,0,0,0,0,0,0,0,0,0,0,0,0,0
570733,0,0,0,0,0,0,0,0,0,0,0,0,0
570743,0,0,0,0,0,0,0,0,0,0,0,0,0
570753,0,0,0,0,0,0,0,0,0,0,0,0,0
570763,0,0,0,0,0,0,0,0,0,0,0,0,0
570772,0,0,0,0,0,0,0,0,0,0,0,0,0
570782,0,0,0,0,0,0,0,0,0,0,0,0,0
570792,0,0,0,0,0,0,0,0,0,0,0,0,0
570802,0,0,0,0,0,0,0,0,0,0,0,0,0
570812,0,0,0,0,0,0,0,0,0,0,0,0,0
570822,0,0,0,0,0,0,0,0,0,0,0,0,0
570832,0,0,0,0,0,0,0,0,0,0,0,0,0
570842,0,0,0,0,0,0,0,0,0,0,0,0,0
570852,0,0,0,0,0,0,0,0,0,0,0,0,0
570862,0,0,0,0,0,0,0,0,0,0,0,0,0
570872,0,0,0,0,0,0,0,0,0,0,0,0,0
570883,0,0,0,0,0,0,0,0,0,0,0,0,0
570892,0,0,0,0,0,0,0,0,0,0,0,0,0
570902,0,0,0,0,0,0,0,0,0,0,0,0,0
570912,0,0,0,0,0,0,0,0,0,0,0,0,0
570922,0,0,0,0,0,0,0,0,0,0,0,0,0
570932,0,0,0,0,0,0,0,0,0,0,0,0,0
570942,0,0,0,0,0,0,0,0,0,0,0,0,0
570952,0,0,0,0,0,0,0,0,0,0,0,0,0
570962,0,0,0,0,0,0,0,0,0,0,0,0,0
570972,0,0,0,0,0,0,0,0,0,0,0,0,0
570982,0,0,0,0,0,0,0,0,0,0,0,0,0
570992,0,0,0,0,0,0,0,0,0,0,0,0,0
571002,0,0,0,0,0,0,0,0,0,0,0,0,0
571012,0,0,0,0,0,0,0,0,0,0,0,0,0
571024,0,0,0,0,0,0,0,0,0,0,0,0,0
571032,0,0,0,0,0,0,0,0,0,0,0,0,0
571042,0,0,0,0,0,0,0,0,0,0,0,0,0
571052,0,0,0,0,0,0,0,0,0,0,0,0,0
571062,0,0,0,0,0,0,0,0,0,0,0,0,0
571072,0,0,0,0,0,0,0,0,0,0,0,0,0
571082,0,0,0,0,0,0,0,0,0,0,0,0,0
571092,0,0,0,0,0,0,0,0,0,0,0,0,0
571102,0,0,0,0,0,0,0,0,0,0,0,0,0
571112,0,0,0,0,0,0,0,0,0,0,0,0,0
571122,0,0,0,0,0,0,0,0,0,0,0,0,0
571132,0,0,0,0,0,0,0,0,0,0,0,0,0
571142,0,0,0,0,0,0,0,0,0,0,0,0,0
571152,0,0,0,0,0,0,0,0,0,0,0,0,0
571162,0,0,0,0,0,0,0,0,0,0,0,0,0
571172,0,0,0,0,0,0,0,0,0,0,0,0,0
571182,0,0,0,0,0,0,0,0,0,0,0,0,0
571192,0,0,0,0,0,0,0,0,0,0,0,0,0
571202,0,0,0,0,0,0,0,0,0,0,0,0,0
571212,0,0,0,0,0,0,0,0,0,0,0,0,0
571222,0,0,0,0,0,0,0,0,0,0,0,0,0
571232,0,0,0,0,0,0,0,0,0,0,0,0,0
571242,0,0,0,0,0,0,0,0,0,0,0,0,0
571252,0,0,0,0,0,0,0,0,0,0,0,0,0
571262,0,0,0,0,0,0,0,0,0,0,0,0,0
571272,0,0,0,0,0,0,0,0,0,0,0,0,0
571282,0,0,0,0,0,0,0,0,0,0,0,0,0
571292,0,0,0,0,0,0,0,0,0,0,0,0,0
571302,0,0,0,0,0,0,0,0,0,0,0,0,0
571312,0,0,0,0,0,0,0,0,0,0,0,0,0
571322,0,0,0,0,0,0,0,0,0,0,0,0,0
571332,0,0,0,0,0,0,0,0,0,0,0,0,0
571342,0,0,0,0,0,0,0,0,0,0,0,0,0
571352,0,0,0,0,0,0,0,0,0,0,0,0,0
571362,0,0,0,0,0,0,0,0,0,0,0,0,0
571372,0,0,0,0,0,0,0,0,0,0,0,0,0
571382,0,0,0,0,0,0,0,0,0,0,0,0,0
571392,0,0,0,0,0,0,0,0,0,0,0,0,0
571402,0,0,0,0,0,0,0,0,0,0,0,0,0
571412,0,0,0,0,0,0,0,0,0,0,0,0,0
571422,0,0,0,0,0,0,0,0,0,0,0,0,0
571432,0,0,0,0,0,0,0,0,0,0,0,0,0
571442,0,0,0,0,0,0,0,0,0,0,0,0,0
571452,0,0,0,0,0,0,0,0,0,0,0,0,0
571462,0,0,0,0,0,0,0,0,0,0,0,0,0
571472,0,0,0,0,0,0,0,0,0,0,0,0,0
571482,0,0,0,0,0,0,0,0,0,0,0,0,0
571492,0,0,0,0,0,0,0,0,0,0,0,0,0
571502,0,0,0,0,0,0,0,0,0,0,0,0,0
571512,0,0,0,0,0,0,0,0,0,0,0,0,0
571522,0,0,0,0,0,0,0,0,0,0,0,0,0
571532,0,0,0,0,0,0,0,0,0,0,0,0,0
571542,0,0,0,0,0,0,0,0,0,0,0,0,0
571552,0,0,0,0,0,0,0,0,0,0,0,0,0
571562,0,0,0,0,0,0,0,0,0,0,0,0,0
571572,0,0,0,0,0,0,0,0,0,0,0,0,0
571582,0,0,0,0,0,0,0,0,0,0,0,0,0
571592,0,0,0,0,0,0,0,0,0,0,0,0,0
571602,0,0,0,0,0,0,0,0,0,0,0,0,0
571612,0,0,0,0,0,0,0,0,0,0,0,0,0
571622,0,0,0,0,0,0,0,0,0,0,0,0,0
571632,0,0,0,0,0,0,0,0,0,0,0,0,0
571642,0,0,0,0,0,0,0,0,0,0,0,0,0
571652,0,0,0,0,0,0,0,0,0,0,0,0,0
571662,0,0,0,0,0,0,0,0,0,0,0,0,0
571672,0,0,0,0,0,0,0,0,0,0,0,0,0
571682,0,0,0,0,0,0,0,0,0,0,0,0,0
571692,0,0,0,0,0,0,0,0,0,0,0,0,0
571702,0,0,0,0,0,0,0,0,0,0,0,0,0
571712,0,0,0,0,0,0,0,0,0,0,0,0,0
571722,0,0,0,0,0,0,0,0,0,0,0,0,0
571732,0,0,0,0,0,0,0,0,0,0,0,0,0
571742,0,0,0,0,0,0,0,0,0,0,0,0,0
571752,0,0,0,0,0,0,0,0,0,0,0,0,0
571762,0,0,0,0,0,0,0,0,0,0,0,0,0
571772,0,0,0,0,0,0,0,0,0,0,0,0,0
571782,0,0,0,0,0,0,0,0,0,0,0,0,0
571792,0,0,0,0,0,0,0,0,0,0,0,0,0
571802,0,0,0,0,0,0,0,0,0,0,0,0,0
571812,0,0,0,0,0,0,0,0,0,0,0,0,0
571822,0,0,0,0,0,0,0,0,0,0,0,0,0
571832,0,0,0,0,0,0,0,0,0,0,0,0,0
571842,0,0,0,0,0,0,0,0,0,0,0,0,0
571852,0,0,0,0,0,0,0,0,0,0,0,0,0
571862,0,0,0,0,0,0,0,0,0,0,0,0,0
571872,0,0,0,0,0,0,0,0,0,0,0,0,0
571882,0,0,0,0,0,0,0,0,0,0,0,0,0
571892,0,0,0,0,0,0,0,0,0,0,0,0,0
571902,0,0,0,0,0,0,0,0,0,0,0,0,0
571912,0,0,0,0,0,0,0,0,0,0,0,0,0
571922,0,0,0,0,0,0,0,0,0,0,0,0,0
571932,0,0,0,0,0,0,0,0,0,0,0,0,0
571942,0,0,0,0,0,0,0,0,0,0,0,0,0
571952,0,0,0,0,0,0,0,0,0,0,0,0,0
571962,0,0,0,0,0,0,0,0,0,0,0,0,0
571972,0,0,0,0,0,0,0,0,0,0,0,0,0
571982,0,0,0,0,0,0,0,0,0,0,0,0,0
571992,0,0,0,0,0,0,0,0,0,0,0,0,0
572002,0,0,0,0,0,0,0,0,0,0,0,0,0
572012,0,0,0,0,0,0,0,0,0,0,0,0,0
572022,0,0,0,0,0,0,0,0,0,0,0,0,0
572032,0,0,0,0,0,0,0,0,0,0,0,0,0
572042,0,0,0,0,0,0,0,0,0,0,0,0,0
572052,0,0,0,0,0,0,0,0,0,0,0,0,0
572062,0,0,0,0,0,0,0,0,0,0,0,0,0
572072,0,0,0,0,0,0,0,0,0,0,0,0,0
572082,0,0,0,0,0,0,0,0,0,0,0,0,0
572092,0,0,0,0,0,0,0,0,0,0,0,0,0
572102,0,0,0,0,0,0,0,0,0,0,0,0,0
572112,0,0,0,0,0,0,0,0,0,0,0,0,0
572122,0,0,0,0,0,0,0,0,0,0,0,0,0
572132,0,0,0,0,0,0,0,0,0,0,0,0,0
572142,0,0,0,0,0,0,0,0,0,0,0,0,0
572152,0,0,0,0,0,0,0,0,0,0,0,0,0
572162,0,0,0,0,0,0,0,0,0,0,0,0,0
572172,0,0,0,0,0,0,0,0,0,0,0,0,0
572182,0,0,0.174,0,0,0,0,0,0,0,0,0,0
572192,0,0,0.174,0,0,0,0,0,0,0,0,0,0
572202,0,0,0.174,0,0,0,0,0,0,0,0,0,0
572212,0,0,0.174,0,0,0,0,0,0,0,0,0,0
572222,0,0,0.174,0,0,0,0,0,0,0,0,0,0
572232,0,0,0.174,0,0,0,0,0,0,0,0,0,0
572242,0,0,0.174,0,0,0,0,0,0,0,0,0,0
572252,0,0,0.174,0,0,0,0,0,0,0,0,0,0
572262,0,0,0.174,0,0,0,0,0,0,0,0,0,0
572272,0,0,0.174,0,0,0,0,0,0,0,0,0,0
572282,0,0,0.174,0,0,0,0,0,0,0,0,0,0
572292,0,0,0.174,0,0,0,0,0,0,0,0,0,0
572302,0,0,0.174,0,0,0,0,-0.001,0,0,0,0,0
572312,0,0,0.174,0,0,0,0,-0.001,0,0,0,0,0
572322,0,0,0.174,0,0,0,0,-0.001,-0.001,0,0,0,0
572332,0,0,0.174,0,0,0,0,0,0,0,0,0,0
572342,0,0,0.174,0,0,0,0,-0.001,0,0,0,0,0
572352,0,0,0.174,0,0,0,0,0,0,0,0,0,0
572362,0,0,0.174,0,0,0,0,0,0,0,0,0,0
572372,0,0,0.174,0,0,0,0,0,0,0,0,0,0
572382,0,0,0.174,0,0,0,0,0,0,0,0,0,0
572392,0,0,0.174,0,0,0,0,0,0,0,0,0,0
572402,0,0,0.174,0,0,0,0,0,0,0,0,0,0
572412,0,0,0.174,0,0,0,0,0,0,0,0,0,0
572422,0,0,0.174,0,0,0,0,0,0,0,0,0,0
572432,0,0,0.174,0,0,0,0,0,0,0,0,0,0
572442,0,0,0.174,0,0,0,0,0,0,0,0,0,0
572452,0,0,0.174,0,0,0,0,0,0,0,0,0,0
572462,0,0,0.174,0,0,0,0,0,0,0,0,0,0
572472,0,0,0.174,0,0,0,0,0,-0.001,0,0,0,0
572482,0,0,0.174,0,0,0,0,0,-0.001,0,0,0,0
572492,0,0,0.174,0,0,0,0,0,-0.001,0,0,0,0
572502,0,0,0.174,0,0,0,0,0,0,0,0,0,0
572512,0,0,0.174,0,0,0,0,0,-0.001,0,0,0,0
