time_ms,target_vx,target_vy,target_vr,planned_vx,planned_vy,optflow_body_vx,optflow_body_vy,optflow_kf_vx,optflow_kf_vy,wheel_chassis_vx,wheel_chassis_vy,fused_chassis_vx,fused_chassis_vy,raw_vision_vel_x,raw_vision_vel_y,vision_source,odom_vx,odom_vy
2801495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2801505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2801515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2801525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2801535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2801545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2801555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2801565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2801575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2801585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2801595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2801605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2801615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2801625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2801635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2801645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2801655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2801665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2801675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2801685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2801695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2801705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2801716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2801725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2801735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2801745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2801755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2801764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2801774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2801784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2801794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2801804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2801814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2801824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2801834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2801844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2801855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2801864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2801874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2801884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2801894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2801904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2801914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2801924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2801934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2801944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2801954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2801964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2801974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2801984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2801994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2802004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2802014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2802024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2802034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2802044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2802054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2802064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2802074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2802084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2802094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2802104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2802114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2802124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2802134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2802144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2802154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2802164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2802174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2802184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2802194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2802204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2802214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2802224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2802234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2802244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2802254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2802264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2802274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2802284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2802294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2802304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2802314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2802324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2802334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2802344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2802354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2802364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2802374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2802384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2802394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2802404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2802414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2802424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2802434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2802444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2802454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2802464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2802474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2802484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2802494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2802504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2802514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2802524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2802534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2802544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2802554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2802564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2802574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2802584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2802594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2802604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2802614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2802624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2802634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2802644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
