time_ms,target_vx,target_vy,target_vr,planned_vx,planned_vy,optflow_body_vx,optflow_body_vy,optflow_kf_vx,optflow_kf_vy,wheel_chassis_vx,wheel_chassis_vy,fused_chassis_vx,fused_chassis_vy,raw_vision_vel_x,raw_vision_vel_y,vision_source,odom_vx,odom_vy
11605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
11805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
11815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
11825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
11835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
11845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
11855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
11865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
11875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
11886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
11895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
11905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
11915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
11925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
11935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
11945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
11955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
11965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
11975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
11985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
11995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
12715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
