time_ms,target_vx,target_vy,target_vr,planned_vx,planned_vy,optflow_body_vx,optflow_body_vy,optflow_kf_vx,optflow_kf_vy,wheel_chassis_vx,wheel_chassis_vy,fused_chassis_vx,fused_chassis_vy,raw_vision_vel_x,raw_vision_vel_y,vision_source,odom_vx,odom_vy
1031571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1031580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1031591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1031600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1031610,0,0,0,0,0,0,0,0,0,-0.001,0,0,0,0,0,0,0,0
1031620,0,0,0,0,0,0,0,0,0,-0.001,0,-0.001,0,0,0,0,-0.001,0
1031630,0,0,0,0,0,0,0,0,0,-0.001,0,0,0,0,0,0,0,0
1031640,0,0,0,0,0,0,0,0,0,-0.001,0,0,0,0,0,0,0,0
1031651,0,0,0,0,0,0,0,0,0,-0.001,0,0,0,0,0,0,0,0
1031660,0,0,0,0,0,0,0,0,0,-0.001,0,0,0,0,0,0,0,0
1031670,0,0,0,0,0,0,0,0,0,-0.001,0,0,0,0,0,0,0,0
1031680,0,0,0,0,0,0,0,0,0,-0.001,0,0,0,0,0,0,0,0
1031690,0,0,0,0,0,0,0,0,0,-0.001,0,0,0,0,0,0,0,0
1031700,0,0,0,0,0,0,0,0,0,-0.001,0,0,0,0,0,0,0,0
1031710,0,0,0,0,0,0,0,0,0,-0.001,0.001,-0.001,0,0,0,0,-0.001,0
1031720,0,0,0,0,0,0,0,0,0,-0.001,0.001,-0.001,0,0,0,0,-0.001,0
1031730,0,0,0,0,0,0,0,0,0,-0.001,0,-0.001,0,0,0,0,-0.001,0
1031740,0,0,0,0,0,0,0,0,0,-0.001,0.001,0,0,0,0,0,0,0
1031750,0,0,0,0,0,0,0,0,0,-0.001,0.001,-0.001,0,0,0,0,-0.001,0
1031760,0,0,0,0,0,0,0,0,0,-0.001,0.001,0,0,0,0,2,0,0
1031770,0,0,0,0,0,0,0,0,0,-0.001,0.001,0,0,0,0,2,0,0
1031780,0,0,0,0,0,0,0,0,0,-0.001,0.001,0,0,0,0,2,0,0
1031790,0,0,0,0,0,0,0,0,0,-0.001,0.001,0,0,0,0,2,0,0
1031800,0,0,0,0,0,0,0,0,0,-0.001,0.001,0,0,0,0,2,0,0
1031810,0,0,0,0,0,0,0,0,0,-0.001,0.001,0,0,0,0,2,0,0
1031820,0,0,0,0,0,0,0,0,0,-0.001,0,0,0,0,0,2,0,0
1031830,0,0,0,0,0,0,0,0,0,-0.001,0.001,0,0,0,0,2,0,0
1031840,0,0,0,0,0,0,0,0,0,-0.001,0.001,0,0,0,0,2,0,0
1031850,0,0,0,0,0,0,0,0,0,-0.001,0.001,-0.001,0,0,0,2,-0.001,0
1031863,0,0,0,0,0,0,0,0,0,-0.001,0.001,0,0,0,0,2,0,0
1031870,0,0,0,0,0,0,0,0,0,-0.001,0,0,0,0,0,2,0,0
1031880,0,0,0,0,0,0,0,0,0,-0.001,0,0,0,0,0,2,0,0
1031890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
1031900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
1031910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
1031920,0,0,0,0,0,0,0,0,0,-0.001,0,0,0,0,0,2,0,0
